ngrama,frecuencia,frecuencia_relativa
décadas objetivo limitar,1,0.005
objetivo limitar calentamiento,1,0.005
limitar calentamiento global,1,0.005
calentamiento global reducir,1,0.005
global reducir riesgos,1,0.005
reducir riesgos ello,1,0.005
riesgos ello necesita,1,0.005
ello necesita transformación,1,0.005
necesita transformación sostenida,1,0.005
transformación sostenida sistemas,1,0.005
sostenida sistemas económicos,1,0.005
sistemas económicos energéticos,1,0.005
económicos energéticos reducción,1,0.005
energéticos reducción emisiones,1,0.005
reducción emisiones transición,1,0.005
emisiones transición energética,1,0.005
transición energética energías,1,0.005
energética energías renovables,1,0.005
energías renovables adaptación,1,0.005
renovables adaptación mitigación,1,0.005
adaptación mitigación integrarse,1,0.005
mitigación integrarse políticas,1,0.005
integrarse políticas climáticas,1,0.005
políticas climáticas efectivas,1,0.005
