ngrama,frecuencia,frecuencia_relativa
tecnologías limpias,1,0.00498
limpias adaptación,1,0.00498
adaptación continúa,1,0.00498
continúa siendo,1,0.00498
siendo fundamental,1,0.00498
fundamental comunidades,1,0.00498
comunidades enfrentan,1,0.00498
enfrentan impactos,1,0.00498
impactos climáticos,1,0.00498
climáticos sequías,1,0.00498
sequías inundaciones,1,0.00498
inundaciones incendios,1,0.00498
incendios olas,1,0.00498
olas calor,1,0.00498
calor fenómenos,1,0.00498
fenómenos generar,1,0.00498
generar pérdidas,1,0.00498
pérdidas aumentar,1,0.00498
aumentar vulnerabilidad,1,0.00498
vulnerabilidad medidas,1,0.00498
medidas adaptación,1,0.00498
adaptación fortalecer,1,0.00498
fortalecer infraestructura,1,0.00498
infraestructura planificación,1,0.00498
planificación capacidad,1,0.00498
capacidad respuesta,1,0.00498
respuesta mitigación,1,0.00498
mitigación busca,1,0.00498
busca reducir,1,0.00498
reducir causas,1,0.00498
causas cambio,1,0.00498
climático especialmente,1,0.00498
especialmente emisiones,1,0.00498
invernadero adaptación,1,0.00498
adaptación busca,1,0.00498
busca disminuir,1,0.00498
disminuir daños,1,0.00498
daños asociados,1,0.00498
asociados impactos,1,0.00498
impactos producen,1,0.00498
producen evitarse,1,0.00498
evitarse completamente,1,0.00498
completamente ambas,1,0.00498
ambas estrategias,1,0.00498
estrategias necesarias,1,0.00498
necesarias justicia,1,0.00498
justicia climática,1,0.00498
climática ocupa,1,0.00498
ocupa espacio,1,0.00498
espacio importante,1,0.00498
importante debate,1,0.00498
debate actual,1,0.00498
actual países,1,0.00498
países comunidades,1,0.00498
comunidades contribuido,1,0.00498
contribuido misma,1,0.00498
misma manera,1,0.00498
manera cambio,1,0.00498
climático tampoco,1,0.00498
tampoco tienen,1,0.00498
tienen mismas,1,0.00498
mismas capacidades,1,0.00498
capacidades enfrentar,1,0.00498
enfrentar consecuencias,1,0.00498
consecuencias cooperación,1,0.00498
cooperación internacional,1,0.00498
internacional considerar,1,0.00498
considerar financiamiento,1,0.00498
financiamiento climático,1,0.00498
climático tecnología,1,0.00498
tecnología apoyo,1,0.00498
apoyo comunidades,1,0.00498
comunidades vulnerables,1,0.00498
vulnerables acción,1,0.00498
climática está,1,0.00498
está relacionada,1,0.00498
relacionada futuro,1,0.00498
futuro generaciones,1,0.00498
generaciones jóvenes,1,0.00498
jóvenes decisiones,1,0.00498
decisiones actuales,1,0.00498
actuales determinar,1,0.00498
determinar calidad,1,0.00498
calidad vida,1,0.00498
vida seguridad,1,0.00498
seguridad alimentaria,1,0.00498
alimentaria acceso,1,0.00498
acceso agua,1,0.00498
agua condiciones,1,0.00498
condiciones ambientales,1,0.00498
ambientales próximas,1,0.00498
próximas décadas,1,0.00498
décadas objetivo,1,0.00498
objetivo limitar,1,0.00498
limitar calentamiento,1,0.00498
global reducir,1,0.00498
reducir riesgos,1,0.00498
riesgos ello,1,0.00498
ello necesita,1,0.00498
necesita transformación,1,0.00498
transformación sostenida,1,0.00498
sostenida sistemas,1,0.00498
sistemas económicos,1,0.00498
económicos energéticos,1,0.00498
energéticos reducción,1,0.00498
reducción emisiones,1,0.00498
emisiones transición,1,0.00498
energética energías,1,0.00498
renovables adaptación,1,0.00498
adaptación mitigación,1,0.00498
mitigación integrarse,1,0.00498
integrarse políticas,1,0.00498
políticas climáticas,1,0.00498
climáticas efectivas,1,0.00498
