ngrama,frecuencia,frecuencia_relativa
datos acuerdo,1,0.00119
acuerdo riesgo,1,0.00119
riesgo importante,1,0.00119
importante reglas,1,0.00119
reglas sean,1,0.00119
sean comprensibles,1,0.00119
comprensibles empresas,1,0.00119
empresas investigadores,1,0.00119
investigadores ciudadanía,1,0.00119
ciudadanía regulación,1,0.00119
demasiado ambigua,1,0.00119
ambigua generar,1,0.00119
generar incertidumbre,1,0.00119
incertidumbre mientras,1,0.00119
mientras regulación,1,0.00119
demasiado rígida,1,0.00119
rígida dificultar,1,0.00119
dificultar determinados,1,0.00119
determinados proyectos,1,0.00119
proyectos innovación,1,0.00119
innovación objetivo,1,0.00119
objetivo construir,1,0.00119
construir confianza,1,0.00119
confianza permitir,1,0.00119
permitir tecnología,1,0.00119
tecnología utilice,1,0.00119
utilice responsabilidad,1,0.00119
responsabilidad cooperación,1,0.00119
cooperación gobiernos,1,0.00119
gobiernos universidades,1,0.00119
universidades empresas,1,0.00119
empresas organizaciones,1,0.00119
organizaciones sociales,1,0.00119
sociales ayudar,1,0.00119
ayudar desarrollar,1,0.00119
desarrollar estándares,1,0.00119
estándares comunes,1,0.00119
comunes inteligencia,1,0.00119
artificial tiene,1,0.00119
tiene dimensión,1,0.00119
dimensión internacional,1,0.00119
internacional sistemas,1,0.00119
sistemas cruzar,1,0.00119
cruzar fronteras,1,0.00119
fronteras facilidad,1,0.00119
facilidad ello,1,0.00119
ello gobernanza,1,0.00119
gobernanza necesita,1,0.00119
necesita diálogo,1,0.00119
diálogo cooperación,1,0.00119
cooperación países,1,0.00119
países conclusión,1,0.00119
conclusión regulación,1,0.00119
artificial proteger,1,0.00119
proteger derechos,1,0.00119
derechos seguridad,1,0.00119
seguridad impedir,1,0.00119
impedir investigación,1,0.00119
investigación innovación,1,0.00119
innovación normas,1,0.00119
normas claras,1,0.00119
claras proporcionales,1,0.00119
proporcionales riesgo,1,0.00119
riesgo acompañadas,1,0.00119
acompañadas mecanismos,1,0.00119
supervisión gobernanza,1,0.00119
gobernanza responsable,1,0.00119
responsable contribuir,1,0.00119
contribuir beneficios,1,0.00119
beneficios inteligencia,1,0.00119
artificial sean,1,0.00119
sean accesibles,1,0.00119
accesibles sociedad,1,0.00119
sociedad inteligencia,1,0.00119
artificial representa,1,0.00119
representa oportunidad,1,0.00119
oportunidad impulsar,1,0.00119
impulsar investigación,1,0.00119
investigación productividad,1,0.00119
productividad innovación,1,0.00119
innovación avances,1,0.00119
avances recientes,1,0.00119
recientes aprendizaje,1,0.00119
aprendizaje automático,1,0.00119
automático procesamiento,1,0.00119
procesamiento lenguaje,1,0.00119
lenguaje natural,1,0.00119
natural análisis,1,0.00119
datos permiten,1,0.00119
permiten desarrollar,1,0.00119
desarrollar nuevas,1,0.00119
herramientas resolver,1,0.00119
problemas científicos,1,0.00119
científicos económicos,1,0.00119
económicos sociales,1,0.00119
sociales innovación,1,0.00119
innovación depende,1,0.00119
depende capacidad,1,0.00119
capacidad investigadores,1,0.00119
investigadores estudiantes,1,0.00119
estudiantes empresas,1,0.00119
empresas gobiernos,1,0.00119
gobiernos experimentar,1,0.00119
experimentar aprender,1,0.00119
aprender inteligencia,1,0.00119
artificial apoyar,1,0.00119
apoyar investigación,1,0.00119
investigación científica,1,0.00119
científica mediante,1,0.00119
mediante análisis,1,0.00119
análisis grandes,1,0.00119
información identificación,1,0.00119
identificación patrones,1,0.00119
patrones generación,1,0.00119
generación nuevas,1,0.00119
nuevas hipótesis,1,0.00119
hipótesis aplicaciones,1,0.00119
aplicaciones sustituyen,1,0.00119
sustituyen necesidad,1,0.00119
necesidad conocimiento,1,0.00119
conocimiento humano,1,0.00119
humano ampliar,1,0.00119
ampliar capacidades,1,0.00119
capacidades equipos,1,0.00119
equipos investigación,1,0.00119
investigación empresas,1,0.00119
empresas utilizar,1,0.00119
utilizar inteligencia,1,0.00119
artificial mejorar,1,0.00119
mejorar procesos,1,0.00119
procesos optimizar,1,0.00119
optimizar recursos,1,0.00119
recursos crear,1,0.00119
nuevos servicios,1,0.00119
servicios automatización,1,0.00119
automatización tareas,1,0.00119
tareas repetitivas,1,0.00119
repetitivas liberar,1,0.00119
liberar tiempo,1,0.00119
tiempo actividades,1,0.00119
actividades requieren,1,0.00119
requieren creatividad,1,0.00119
creatividad comunicación,1,0.00119
comunicación toma,1,0.00119
toma decisiones,1,0.00119
decisiones embargo,1,0.00119
embargo adopción,1,0.00119
adopción tecnologías,1,0.00119
tecnologías acompañarse,1,0.00119
acompañarse capacitación,1,0.00119
capacitación evaluación,1,0.00119
evaluación resultados,1,0.00119
resultados inversión,1,0.00119
inversión infraestructura,1,0.00119
infraestructura digital,1,0.00119
digital educación,1,0.00119
investigación importante,1,0.00119
importante beneficios,1,0.00119
beneficios innovación,1,0.00119
innovación concentren,1,0.00119
concentren solamente,1,0.00119
solamente pocas,1,0.00119
pocas organizaciones,1,0.00119
organizaciones países,1,0.00119
países necesitan,1,0.00119
necesitan formar,1,0.00119
formar profesionales,1,0.00119
profesionales capaces,1,0.00119
capaces comprender,1,0.00119
comprender sistemas,1,0.00119
artificial evaluar,1,0.00119
evaluar resultados,1,0.00119
resultados utilizarlos,1,0.00119
utilizarlos manera,1,0.00119
responsable innovación,1,0.00119
innovación tecnológica,1,0.00119
tecnológica contribuir,1,0.00119
contribuir resolver,1,0.00119
problemas relacionados,1,0.00119
relacionados energía,1,0.00119
energía transporte,1,0.00119
transporte agricultura,1,0.00119
agricultura salud,1,0.00119
salud modelos,1,0.00119
modelos inteligencia,1,0.00119
artificial analizar,1,0.00119
analizar información,1,0.00119
información compleja,1,0.00119
compleja ayudar,1,0.00119
ayudar identificar,1,0.00119
identificar alternativas,1,0.00119
alternativas aplicación,1,0.00119
aplicación necesario,1,0.00119
necesario considerar,1,0.00119
considerar calidad,1,0.00119
calidad datos,1,0.00119
seguridad sistema,1,0.00119
sistema necesidades,1,0.00119
necesidades personas,1,0.00119
personas investigación,1,0.00119
investigación abierta,1,0.00119
abierta cooperación,1,0.00119
cooperación acelerar,1,0.00119
acelerar desarrollo,1,0.00119
nuevas soluciones,1,0.00119
soluciones universidades,1,0.00119
universidades laboratorios,1,0.00119
laboratorios empresas,1,0.00119
empresas organismos,1,0.00119
organismos públicos,1,0.00119
públicos compartir,1,0.00119
compartir conocimientos,1,0.00119
conocimientos estándares,1,0.00119
estándares experiencias,1,0.00119
experiencias colaboración,1,0.00119
colaboración permite,1,0.00119
permite reducir,1,0.00119
reducir duplicaciones,1,0.00119
duplicaciones facilita,1,0.00119
facilita evaluación,1,0.00119
evaluación nuevas,1,0.00119
herramientas innovación,1,0.00119
innovación responsable,1,0.00119
responsable combina,1,0.00119
combina avance,1,0.00119
avance tecnológico,1,0.00119
tecnológico responsabilidad,1,0.00119
responsabilidad social,1,0.00119
social basta,1,0.00119
basta desarrollar,1,0.00119
desarrollar sistema,1,0.00119
sistema funcione,1,0.00119
funcione técnicamente,1,0.00119
técnicamente necesario,1,0.00119
necesario analizar,1,0.00119
analizar cómo,1,0.00119
cómo utiliza,1,0.00119
utiliza quién,1,0.00119
quién beneficiarse,1,0.00119
beneficiarse qué,1,0.00119
qué problemas,1,0.00119
problemas aparecer,1,0.00119
aparecer inteligencia,1,0.00119
artificial orientarse,1,0.00119
orientarse oportunidades,1,0.00119
oportunidades produzcan,1,0.00119
produzcan valor,1,0.00119
valor personas,1,0.00119
personas contexto,1,0.00119
contexto innovación,1,0.00119
innovación regulación,1,0.00119
regulación tienen,1,0.00119
tienen objetivos,1,0.00119
objetivos opuestos,1,0.00119
opuestos reglas,1,0.00119
claras crear,1,0.00119
crear condiciones,1,0.00119
condiciones confianza,1,0.00119
confianza inversión,1,0.00119
inversión investigación,1,0.00119
investigación estrategia,1,0.00119
estrategia equilibrada,1,0.00119
equilibrada fomentar,1,0.00119
fomentar desarrollo,1,0.00119
nuevas tecnologías,1,0.00119
tecnologías mismo,1,0.00119
tiempo reducir,1,0.00119
reducir riesgos,1,0.00119
riesgos inteligencia,1,0.00119
está modificando,1,0.00119
modificando mundo,1,0.00119
mundo trabajo,1,0.00119
trabajo algunas,1,0.00119
automatizarse mientras,1,0.00119
mientras otras,1,0.00119
otras complementarse,1,0.00119
complementarse mediante,1,0.00119
mediante herramientas,1,0.00119
herramientas digitales,1,0.00119
digitales impacto,1,0.00119
impacto empleo,1,0.00119
depende actividad,1,0.00119
actividad económica,1,0.00119
económica tareas,1,0.00119
tareas realizadas,1,0.00119
realizadas manera,1,0.00119
manera organizaciones,1,0.00119
organizaciones implementan,1,0.00119
implementan tecnología,1,0.00119
tecnología automatización,1,0.00119
automatización aumentar,1,0.00119
aumentar productividad,1,0.00119
productividad reducir,1,0.00119
reducir tiempo,1,0.00119
tiempo necesario,1,0.00119
necesario determinadas,1,0.00119
determinadas tareas,1,0.00119
tareas mismo,1,0.00119
tiempo cambiar,1,0.00119
cambiar funciones,1,0.00119
funciones algunos,1,0.00119
algunos trabajadores,1,0.00119
trabajadores crear,1,0.00119
crear nuevas,1,0.00119
nuevas necesidades,1,0.00119
necesidades capacitación,1,0.00119
capacitación eso,1,0.00119
eso analizar,1,0.00119
analizar efecto,1,0.00119
efecto inteligencia,1,0.00119
artificial requiere,1,0.00119
requiere observar,1,0.00119
observar tareas,1,0.00119
tareas solamente,1,0.00119
solamente nombres,1,0.00119
nombres puestos,1,0.00119
puestos trabajo,1,0.00119
trabajo trabajadores,1,0.00119
trabajadores necesitan,1,0.00119
necesitan oportunidades,1,0.00119
oportunidades aprender,1,0.00119
aprender nuevas,1,0.00119
nuevas competencias,1,0.00119
competencias formación,1,0.00119
formación digital,1,0.00119
digital ayudar,1,0.00119
ayudar utilizar,1,0.00119
utilizar herramientas,1,0.00119
herramientas inteligencia,1,0.00119
artificial interpretar,1,0.00119
interpretar resultados,1,0.00119
resultados reconocer,1,0.00119
reconocer limitaciones,1,0.00119
limitaciones educación,1,0.00119
educación continua,1,0.00119
continua facilitar,1,0.00119
facilitar adaptación,1,0.00119
adaptación cambian,1,0.00119
cambian tecnologías,1,0.00119
tecnologías procesos,1,0.00119
procesos producción,1,0.00119
producción empresas,1,0.00119
empresas incorporan,1,0.00119
incorporan inteligencia,1,0.00119
artificial considerar,1,0.00119
considerar organización,1,0.00119
organización trabajo,1,0.00119
trabajo herramienta,1,0.00119
herramienta apoyar,1,0.00119
apoyar trabajador,1,0.00119
trabajador sustituirlo,1,0.00119
sustituirlo completamente,1,0.00119
completamente otros,1,0.00119
otros casos,1,0.00119
casos algunas,1,0.00119
automatizarse trabajador,1,0.00119
trabajador concentrarse,1,0.00119
concentrarse actividades,1,0.00119
actividades supervisión,1,0.00119
supervisión comunicación,1,0.00119
comunicación creatividad,1,0.00119
creatividad resolución,1,0.00119
resolución problemas,1,0.00119
problemas transición,1,0.00119
transición tecnológica,1,0.00119
tecnológica generar,1,0.00119
generar beneficios,1,0.00119
beneficios incertidumbre,1,0.00119
incertidumbre determinados,1,0.00119
determinados trabajadores,1,0.00119
trabajadores políticas,1,0.00119
políticas empleo,1,0.00119
empleo apoyar,1,0.00119
apoyar capacitación,1,0.00119
capacitación orientación,1,0.00119
orientación laboral,1,0.00119
laboral adaptación,1,0.00119
adaptación competencias,1,0.00119
competencias diálogo,1,0.00119
diálogo trabajadores,1,0.00119
trabajadores empresas,1,0.00119
empresas instituciones,1,0.00119
instituciones educativas,1,0.00119
educativas gobiernos,1,0.00119
gobiernos contribuir,1,0.00119
contribuir gestionar,1,0.00119
gestionar cambios,1,0.00119
cambios inteligencia,1,0.00119
artificial crear,1,0.00119
nuevos empleos,1,0.00119
empleos relacionados,1,0.00119
relacionados programación,1,0.00119
programación análisis,1,0.00119
datos ciberseguridad,1,0.00119
ciberseguridad investigación,1,0.00119
investigación mantenimiento,1,0.00119
mantenimiento gestión,1,0.00119
gestión tecnológica,1,0.00119
tecnológica nuevos,1,0.00119
nuevos trabajos,1,0.00119
trabajos requieren,1,0.00119
requieren competencias,1,0.00119
competencias específicas,1,0.00119
específicas generar,1,0.00119
generar oportunidades,1,0.00119
oportunidades personas,1,0.00119
personas reciban,1,0.00119
reciban formación,1,0.00119
formación adecuada,1,0.00119
adecuada acceso,1,0.00119
acceso tecnología,1,0.00119
tecnología educación,1,0.00119
educación importante,1,0.00119
importante evitar,1,0.00119
evitar oportunidades,1,0.00119
oportunidades distribuyan,1,0.00119
distribuyan manera,1,0.00119
manera desigual,1,0.00119
desigual transformación,1,0.00119
transformación digital,1,0.00119
digital inclusiva,1,0.00119
inclusiva considerar,1,0.00119
considerar trabajadores,1,0.00119
trabajadores diferentes,1,0.00119
niveles experiencia,1,0.00119
experiencia formación,1,0.00119
formación instituciones,1,0.00119
instituciones promover,1,0.00119
promover programas,1,0.00119
programas capacitación,1,0.00119
capacitación accesibles,1,0.00119
accesibles pertinentes,1,0.00119
pertinentes futuro,1,0.00119
futuro empleo,1,0.00119
depende únicamente,1,0.00119
únicamente tecnología,1,0.00119
tecnología depende,1,0.00119
depende decisiones,1,0.00119
decisiones organizaciones,1,0.00119
organizaciones políticas,1,0.00119
políticas públicas,1,0.00119
públicas inteligencia,1,0.00119
artificial herramienta,1,0.00119
herramienta mejorar,1,0.00119
mejorar trabajo,1,0.00119
trabajo implementa,1,0.00119
implementa objetivos,1,0.00119
objetivos claros,1,0.00119
claros capacitación,1,0.00119
capacitación participación,1,0.00119
personas afectadas,1,0.00119
afectadas inteligencia,1,0.00119
artificial ofrece,1,0.00119
ofrece beneficios,1,0.00119
beneficios importantes,1,0.00119
importantes presenta,1,0.00119
presenta riesgos,1,0.00119
riesgos evaluados,1,0.00119
evaluados sistemas,1,0.00119
sistemas producir,1,0.00119
producir resultados,1,0.00119
resultados incorrectos,1,0.00119
incorrectos reproducir,1,0.00119
reproducir sesgos,1,0.00119
sesgos presentes,1,0.00119
presentes datos,1,0.00119
utilizados manera,1,0.00119
manera irresponsable,1,0.00119
irresponsable seguridad,1,0.00119
seguridad formar,1,0.00119
formar parte,1,0.00119
parte diseño,1,0.00119
diseño evaluación,1,0.00119
evaluación uso,1,0.00119
uso tecnologías,1,0.00119
tecnologías uno,1,0.00119
uno riesgos,1,0.00119
riesgos consiste,1,0.00119
consiste confiar,1,0.00119
confiar demasiado,1,0.00119
demasiado respuesta,1,0.00119
respuesta generada,1,0.00119
generada automáticamente,1,0.00119
automáticamente sistemas,1,0.00119
artificial cometer,1,0.00119
cometer errores,1,0.00119
errores presentar,1,0.00119
presentar información,1,0.00119
información incorrecta,1,0.00119
incorrecta apariencia,1,0.00119
apariencia convincente,1,0.00119
convincente ello,1,0.00119
ello personas,1,0.00119
personas mantener,1,0.00119
mantener supervisión,1,0.00119
supervisión adecuada,1,0.00119
adecuada verificar,1,0.00119
verificar información,1,0.00119
información consecuencias,1,0.00119
consecuencias decisión,1,0.00119
decisión sean,1,0.00119
sean importantes,1,0.00119
importantes protección,1,0.00119
datos otro,1,0.00119
otro aspecto,1,0.00119
aspecto fundamental,1,0.00119
fundamental sistemas,1,0.00119
sistemas procesar,1,0.00119
procesar grandes,1,0.00119
información dependiendo,1,0.00119
dependiendo diseño,1,0.00119
diseño involucrar,1,0.00119
involucrar datos,1,0.00119
datos personales,1,0.00119
personales organizaciones,1,0.00119
organizaciones establecer,1,0.00119
establecer medidas,1,0.00119
medidas seguridad,1,0.00119
seguridad limitar,1,0.00119
limitar acceso,1,0.00119
acceso utilizar,1,0.00119
utilizar información,1,0.00119
información manera,1,0.00119
responsable ciberseguridad,1,0.00119
ciberseguridad relevante,1,0.00119
relevante sistemas,1,0.00119
artificial utilizados,1,0.00119
utilizados detectar,1,0.00119
detectar amenazas,1,0.00119
amenazas mejorar,1,0.00119
mejorar seguridad,1,0.00119
seguridad convertirse,1,0.00119
convertirse herramientas,1,0.00119
herramientas generar,1,0.00119
generar nuevos,1,0.00119
nuevos riesgos,1,0.00119
riesgos evaluación,1,0.00119
evaluación vulnerabilidades,1,0.00119
vulnerabilidades supervisión,1,0.00119
supervisión actualización,1,0.00119
actualización sistemas,1,0.00119
sistemas medidas,1,0.00119
medidas importantes,1,0.00119
importantes discriminación,1,0.00119
discriminación algorítmica,1,0.00119
algorítmica representa,1,0.00119
representa otro,1,0.00119
otro desafío,1,0.00119
desafío si,1,0.00119
si datos,1,0.00119
utilizados entrenar,1,0.00119
entrenar sistema,1,0.00119
sistema contienen,1,0.00119
contienen sesgos,1,0.00119
sesgos resultados,1,0.00119
resultados reproducirlos,1,0.00119
reproducirlos eso,1,0.00119
eso necesario,1,0.00119
necesario evaluar,1,0.00119
evaluar datos,1,0.00119
datos probar,1,0.00119
probar sistemas,1,0.00119
sistemas establecer,1,0.00119
establecer mecanismos,1,0.00119
mecanismos detectar,1,0.00119
detectar resultados,1,0.00119
resultados injustos,1,0.00119
injustos inesperados,1,0.00119
inesperados seguridad,1,0.00119
seguridad entenderse,1,0.00119
entenderse solamente,1,0.00119
solamente característica,1,0.00119
característica técnica,1,0.00119
técnica incluye,1,0.00119
incluye procedimientos,1,0.00119
procedimientos responsabilidades,1,0.00119
responsabilidades participación,1,0.00119
participación humana,1,0.00119
humana organizaciones,1,0.00119
organizaciones definir,1,0.00119
definir quién,1,0.00119
quién supervisa,1,0.00119
supervisa sistema,1,0.00119
sistema cómo,1,0.00119
cómo registran,1,0.00119
registran incidentes,1,0.00119
incidentes qué,1,0.00119
qué acciones,1,0.00119
acciones toman,1,0.00119
toman aparece,1,0.00119
aparece problema,1,0.00119
problema sistemas,1,0.00119
sistemas alto,1,0.00119
alto riesgo,1,0.00119
riesgo requieren,1,0.00119
requieren controles,1,0.00119
controles cuidadosos,1,0.00119
cuidadosos documentación,1,0.00119
documentación pruebas,1,0.00119
pruebas evaluación,1,0.00119
evaluación independiente,1,0.00119
independiente supervisión,1,0.00119
humana ayudar,1,0.00119
ayudar reducir,1,0.00119
reducir daños,1,0.00119
daños importante,1,0.00119
importante personas,1,0.00119
personas sepan,1,0.00119
sepan cuándo,1,0.00119
cuándo interactúan,1,0.00119
interactúan sistema,1,0.00119
sistema automatizado,1,0.00119
automatizado conozcan,1,0.00119
conozcan limitaciones,1,0.00119
limitaciones cooperación,1,0.00119
cooperación internacional,1,0.00119
internacional contribuir,1,0.00119
contribuir desarrollar,1,0.00119
desarrollar principios,1,0.00119
principios comunes,1,0.00119
comunes seguridad,1,0.00119
responsabilidad riesgos,1,0.00119
riesgos tecnológicos,1,0.00119
tecnológicos afectar,1,0.00119
afectar personas,1,0.00119
personas organizaciones,1,0.00119
organizaciones diferentes,1,0.00119
diferentes países,1,0.00119
países compartir,1,0.00119
compartir experiencias,1,0.00119
experiencias buenas,1,0.00119
buenas prácticas,1,0.00119
prácticas mejorar,1,0.00119
mejorar capacidad,1,0.00119
capacidad prevención,1,0.00119
prevención objetivo,1,0.00119
objetivo eliminar,1,0.00119
eliminar toda,1,0.00119
toda posibilidad,1,0.00119
posibilidad riesgo,1,0.00119
riesgo identificarla,1,0.00119
identificarla evaluarla,1,0.00119
evaluarla reducirla,1,0.00119
reducirla inteligencia,1,0.00119
artificial segura,1,0.00119
segura necesita,1,0.00119
necesita investigación,1,0.00119
investigación normas,1,0.00119
normas supervisión,1,0.00119
supervisión participación,1,0.00119
personas confianza,1,0.00119
confianza tecnologías,1,0.00119
tecnologías depende,1,0.00119
depende beneficios,1,0.00119
beneficios sean,1,0.00119
sean acompañados,1,0.00119
acompañados mecanismos,1,0.00119
mecanismos adecuados,1,0.00119
adecuados responsabilidad,1,0.00119
responsabilidad seguridad,1,0.00119
