ngrama,frecuencia,frecuencia_relativa
prácticas,1,0.00119
prevención,1,0.00119
eliminar,1,0.00119
toda,1,0.00119
posibilidad,1,0.00119
identificarla,1,0.00119
evaluarla,1,0.00119
reducirla,1,0.00119
segura,1,0.00119
acompañados,1,0.00119
adecuados,1,0.00119
